payloads,distances,joules_available,energy_used
2.936,56684,994560,1421303
4.856,47241,705440,1465033
3.608,60002,411520,1894605
3.224,43118,1215680,1254748
2.552,84075,262560,2126850
4.424,95331,1478560,2540048
0.584,42278,264640,786318
0.488,44161,65280,722834
3.944,92293,429440,2217018
3.752,65644,1298560,1965367
2.984,80596,975680,1736442
0.392,59778,409120,1109548
2.888,36881,1190080,942621
3.704,51945,1381920,1210852
2.312,83634,894400,2099583
2.84,98439,994400,2302028
3.56,76032,117600,1684174
0.68,31400,321440,548854
0.584,56285,1502560,993942
3.656,76753,1321600,2430075
1.256,41487,696960,890725
2.408,64160,589440,1430135
2.216,55424,1366720,1278561
3.32,82808,634880,2172914
4.088,88758,881120,2692631
1.16,50167,1436960,1064272
2.792,89248,984640,1927092
0.248,30805,1342400,467770
4.424,86119,232480,2134837
3.56,43608,573440,1096620
2.744,67849,1339360,1298485
1.496,39856,146240,847190
2.888,33850,1156000,807959
1.4,59582,435360,1541203
1.544,96556,1355200,2011291
2.504,63257,651840,1708391
0.824,73176,1501440,1136735
2.936,51490,388160,1178890
4.376,77992,180800,1803386
2.408,68507,1091680,1124379
0.92,55487,1159200,781035
1.928,80820,1355680,1428828
3.416,95989,1468320,2648601
3.608,78566,500320,2204560
0.728,67394,1600,1300562
3.176,66008,312800,1728822
3.272,90795,1468320,2758541
3.416,73365,414240,1719542
0.344,71146,663040,1070132
1.88,64531,1115040,1447812
0.824,68024,178880,1181690
2.504,65553,1275360,1324827
1.208,39219,243200,667121
4.856,32632,699840,913322
2.744,38463,662880,904563
3.992,76067,670560,1546961
4.712,86756,1138720,2592045
0.488,50342,333120,940503
3.752,81261,1343360,1955104
3.848,82969,1147520,1985303
0.248,32716,936000,494042
1.736,53919,113920,1252472
1.352,69340,18080,1126005
4.28,82549,918880,2215087
3.896,81149,887360,2043304
3.896,52568,1560640,1434349
3.08,41214,640640,1086566
1.208,74835,101920,1406074
3.368,42544,352320,979777
2.264,35362,1136480,820120
0.536,59421,593600,1210383
1.736,41403,1489760,1023707
1.64,43433,639680,916680
4.904,97326,1392640,2998636
3.896,78286,404160,1977847
2.552,83207,714720,2010412
4.328,89668,678880,2912790
3.752,97473,1368960,2835183
1.88,82801,1156320,1994587
4.04,34438,1598560,1111225
4.52,53422,174720,1456410
2.936,45106,176000,1308991
1.88,75192,125120,1742049
0.536,67394,407520,1059573
4.232,64062,488320,1883127
0.392,70796,828800,1261254
3.944,88282,84800,1951291
0.2,76648,671360,1248428
3.08,60926,83200,1565458
4.376,39107,916960,992646
3.56,83529,1064480,2322050
1.928,53723,92480,1116599
3.32,64832,554080,1896653
1.88,45533,225600,1192392
0.536,98985,111680,1691981
3.944,76263,1418880,2376679
4.856,97200,875200,3341854
1.88,48165,424800,1140478
1.64,43083,1387840,973968
3.896,68535,1367360,1615748
3.08,82311,845120,1794503
1.496,93035,1098720,1945857
1.4,51308,584480,821675
4.76,73120,133440,1602338
0.632,42502,864480,750488
0.296,51385,346880,741539
1.496,47717,151520,1093478
4.952,95100,4320,2647217
2.936,69319,1483680,1626173
0.488,86889,186400,1417635
2.6,84082,809120,2221686
1.496,60023,64640,1245160
3.32,99349,1470880,2682709
3.8,96857,1567360,2756618
3.032,87127,1078720,1723270
0.632,99090,470880,1712677
2.216,47318,412800,1019693
0.248,53149,50240,1064182
4.616,89913,525120,3194535
0.248,87428,256160,1323324
4.808,63306,1384960,1629885
2.36,47906,1563040,988032
0.392,50013,1504160,966231
2.456,47801,936000,1065085
1.88,98439,1181760,2010145
0.728,79343,684960,1416586
3.656,89780,540480,2652627
1.304,53303,484000,999589
3.128,32863,478080,896799
3.32,43909,1147680,1180104
0.536,58091,247520,858415
4.856,72350,363200,2109061
2.888,73610,1204960,1836811
1.928,85265,1278240,1507274
2.024,65224,425120,1426132
3.464,89423,902560,2562271
3.608,76571,428160,2083502
0.344,65623,29120,992286
2.648,49775,1016960,1235136
1.016,61885,248320,1357708
2.504,33780,146240,853711
3.416,31463,701600,837962
3.32,67282,204160,1559261
4.52,47696,1210400,1484694
2.264,52155,1558240,1279253
1.496,81807,744480,1803837
3.512,97375,1017120,2470263
4.088,86091,953920,2470311
1.256,96220,820320,2249340
3.896,39100,45600,1033358
3.08,36951,575840,872382
3.896,64734,3840,1677602
0.632,84999,1360480,1436637
3.464,65924,1411840,1950600
3.656,36419,370400,968786
1.352,90067,1236960,2065732
1.64,32191,110720,624046
0.488,42271,1151360,824406
2.552,49068,828160,1101514
3.464,54185,884480,1484685
1.016,48543,528800,734954
2.984,47283,865760,1135838
4.28,35278,472320,884522
0.776,63075,555840,1148039
3.32,61955,599200,1782895
4.952,89171,880160,2740918
4.232,70915,128000,1875592
3.56,90207,340160,2632875
3.512,38764,1290400,1116074
1.304,51245,660320,934580
4.376,73008,1244640,2098371
4.472,63838,665280,1825952
2.792,98929,132960,2191920
4.328,50545,611040,1597194
0.824,61290,1351360,963760
2.456,83368,978720,2108866
1.16,69907,614400,1309218
1.304,76767,1022560,1560539
0.536,59946,1283200,1108595
0.44,68157,636960,1264337
2.216,81016,629440,1779660
1.352,77110,214880,1628403
1.64,71475,57440,1531581
3.32,43475,810080,1244266
4.28,67674,1534080,1677107
3.752,49978,897280,1372114
1.352,42558,79520,790376
3.32,89136,1465280,2078356
2.504,62116,1148800,1167784
1.832,93861,108800,2220928
3.128,98544,365120,2549669
0.968,66148,1405120,1135678
4.04,59995,554720,1501213
1.064,41501,165120,698827
3.176,77040,141440,2033058
3.08,43321,1017920,1046538
3.8,85440,1462080,2372269
1.064,62928,1440640,1394267
0.824,36314,1578240,629296
4.904,96598,1447360,2783934
2.216,96934,1003360,2341311
1.16,98635,1413280,1672792
4.952,33108,457280,1101840
4.808,49579,1555840,1610190
1.688,96857,130400,2043890
0.776,43062,1190880,1005251
3.128,89500,443200,2074146
3.224,68017,842560,1884410
2.888,96605,933440,2720247
2.6,90053,508640,1891446
0.488,52897,938400,955381
3.704,38477,927040,1145454
1.4,61997,613280,1214253
1.64,57846,64000,1175665
4.856,65525,491520,1736633
0.632,63180,1081760,1014794
0.488,36300,762720,518153
1.352,47220,1405920,766745
2.312,65707,1212960,1423581
4.28,95905,1443840,2553592
2.072,58777,1269600,1242081
2.696,69326,1420320,1503130
2.504,81520,1022880,1470448
0.872,96339,932000,2162542
2.408,37301,1417280,1019488
0.824,64342,1508800,1116548
4.568,74891,1535680,2301856
0.92,49054,792960,890735
3.512,49432,187200,1319590
3.176,59113,1324960,1782820
1.784,56390,22880,1301311
2.072,87533,862240,1512037
3.8,31386,993120,928659
2.024,91019,1554880,1875332
0.968,38743,1491840,697032
2.36,46807,1048000,1245593
2.696,30021,509440,775663
4.616,72084,283520,2236699
3.464,96129,1350080,3516353
1.832,75626,1242880,2031473
4.328,32667,557280,801910
0.776,80666,1374240,1420040
1.064,55872,84960,1167593
1.784,54773,366560,1187562
1.256,97893,1091680,1940037
0.776,72350,672640,1156638
1.112,85006,604480,1639140
2.552,69543,362240,1777179
3.512,88919,548160,2350326
2.408,73421,1327680,1432575
1.256,99265,146880,2156765
2.072,63306,790560,1397091
2.552,32492,1527040,796207
3.416,35194,1275200,822368
4.28,78734,408160,2212936
3.032,67940,1281920,1725913
4.136,92748,404160,2858797
4.232,52680,1592960,1388770
3.56,36790,884480,1175853
4.376,47003,558080,1214611
2.744,48382,956160,1208005
4.52,52995,608160,1376706
3.8,45022,547200,1381967
0.536,41039,485440,654359
4.328,77194,269440,2564638
4.856,47640,1499520,1636247
3.704,42131,902080,1117461
3.128,89983,994080,2352692
2.36,45253,1335520,1022238
4.04,56061,467200,1241223
4.76,30553,14400,751627
2.888,54255,1252160,1166908
1.016,52358,1565120,814039
2.696,88037,1345120,2399117
4.568,36314,556960,1061500
0.632,76242,581280,1321978
4.76,56593,1233280,1722572
4.52,67331,491040,1883150
3.32,34277,394720,677919
1.784,87155,1409920,1846984
1.208,70894,567840,1494896
1.4,39940,297120,730630
3.512,58700,1342080,1107521
2.888,30343,61920,913838
4.712,91719,198720,2864138
0.92,44028,127840,887611
4.184,43454,368960,1176111
2.936,81079,268640,2105236
1.448,94477,1395040,1660903
3.656,65427,1217760,1710651
1.784,73638,1308000,1456445
3.128,87442,933440,1920875
2.408,97935,591840,2838999
2.888,43146,1336640,926888
2.696,56523,770560,1211392
1.448,77880,923040,1760033
2.888,99671,1461760,2811091
1.16,80169,921280,1512582
0.392,45701,1473440,929275
2.168,54969,876160,1333025
1.88,44147,394080,924284
4.232,70558,308480,2207684
4.952,99363,1025440,2797156
1.256,31771,498880,582075
2.312,67569,1449440,1521917
1.208,86854,1596480,1940876
4.328,85552,788800,2618493
4.616,56964,512000,1532558
0.392,53639,1548320,905129
3.032,91957,640960,2096196
2.408,59008,584000,1299451
3.512,48858,611520,1273259
2.504,33836,335840,823908
3.464,32849,584320,814003
3.32,51154,343840,1208143
0.584,90431,1159680,1399835
4.952,57664,284320,1536103
2.84,37371,443360,817861
0.92,90557,60960,1414466
4.232,38449,895040,1251456
3.512,75255,754880,1971380
1.352,39583,1169920,798706
4.04,99342,466240,2527727
2.312,54409,1432480,1127492
4.904,42334,383520,1277497
1.496,69032,604160,1782872
3.848,62935,943360,1685045
0.392,37623,1338240,582709
3.608,66960,1563680,1960630
1.352,88618,1124480,1699038
4.712,37833,1510400,1229831
1.016,77810,1308640,1691534
1.496,95555,1172640,2100776
2.6,54360,253440,1211558
4.04,57895,1544320,1140305
4.424,62361,8800,1965937
2.6,73057,924640,2012935
2.456,99727,1372960,2380060
3.08,91852,1124640,2184605
2.12,45505,1249440,1182378
0.824,77404,1114080,1312274
4.76,88352,295840,2482143
1.256,69375,1188800,1352793
0.248,86350,995360,1402724
1.976,59015,785280,1157494
4.952,87183,1114080,2856647
4.04,97032,83360,2316351
1.16,96283,537920,1962918
2.984,88835,1568480,2808012
2.072,59372,45120,1232681
1.736,81471,943200,1706799
4.568,50405,186880,1722836
1.064,95625,1350720,1749254
0.584,97200,203200,1910688
1.448,72980,84320,1538762
3.56,33024,1423840,904737
1.352,92496,121760,1641903
4.184,68983,996000,1755239
4.616,41746,139040,1283102
0.344,93420,700640,2035835
1.16,91173,34400,1672028
1.976,70467,1061920,1696935
4.136,58196,1464000,1650526
1.496,42768,972640,848662
0.392,93665,792320,1578914
3.128,58623,619680,1698047
4.04,64244,1320960,1814902
3.56,43286,1178240,1159958
1.592,38659,883840,823945
3.512,49047,437440,1430275
0.248,50566,1570560,858190
1.496,34130,1336000,771391
1.016,88086,462080,1210685
4.424,41011,1423200,1291714
4.424,85216,1201760,2669878
4.424,89178,593280,2771884
4.376,62851,241920,1874678
1.736,97053,587200,2146242
4.328,74639,548480,1785598
4.664,84670,1246880,1898351
1.496,53520,156800,1210574
2.696,98012,1247520,2538861
4.28,73057,760800,2023869
2.12,64356,1279520,1444774
2.12,72028,115040,1679795
2.36,90123,9600,2086862
4.328,86252,1072320,2157448
4.856,51140,601920,1802466
3.512,59239,1140160,1270752
0.248,85027,1141760,1371554
0.776,64335,1101440,1303542
0.584,57524,84160,908270
4.184,90921,540800,2571611
4.664,95478,1555200,3019285
1.208,95821,602240,1758481
1.064,67996,1178720,1289546
4.04,81926,918240,2254870
3.032,44161,809920,1110302
2.792,48235,828960,1111132
1.352,58896,236800,1215127
0.488,81527,1071200,1429129
2.408,94974,907520,2299207
1.256,73414,669600,1711877
1.016,52554,1125440,1107742
3.656,57300,1058400,1360082
1.592,92167,605600,1981020
3.512,45904,684000,1409570
1.592,81660,812000,1365175
3.896,90018,778080,2405003
4.952,43482,271040,1377504
3.272,87442,790080,2036281
2.216,40262,1335040,990632
1.496,77117,828960,1326314
3.944,36734,588960,1062188
3.56,77719,448800,1982454
0.776,33633,1281600,765319
2.504,40017,1434240,958719
3.56,67240,1387840,1817568
0.344,93070,181600,1644386
0.728,75829,644320,1419301
4.52,79175,439520,2040485
1.688,57783,1096960,1271208
4.904,37252,1371680,1064045
4.376,61339,25120,2009501
2.552,57972,1408320,1579801
0.392,51364,1457760,902232
2.744,88443,456960,2048926
3.944,55543,956800,1405438
4.232,40087,982400,1160149
2.168,47759,1188640,1157363
1.928,86490,1168960,1871606
1.256,41473,1571520,899720
0.44,45050,906880,520929
3.896,30154,744320,739351
0.488,44826,499360,812664
4.952,56285,129600,1726313
1.544,36937,316960,793944
2.168,74422,431200,1595118
2.216,92076,197760,2425076
2.648,56635,238240,1178089
2.936,77509,1132480,1938221
0.968,39954,254080,657921
2.84,52407,550400,1125236
4.184,37868,1475360,994409
2.984,32954,821280,850519
1.784,65273,1483040,1398646
2.888,83837,1367680,1884117
4.184,71517,841120,1944619
2.792,59351,1020480,1692699
2.168,69375,1237920,1664826
0.488,65714,774240,842268
3.56,61129,883520,1480427
3.32,75479,717120,2008912
0.392,71118,347040,1091821
1.112,52155,482880,980551
4.184,74681,884640,2090010
2.168,73001,258720,1698282
5,61199,588800,1790132
1.208,55662,1158240,1120095
0.536,92587,1030880,1347550
0.392,74324,1485440,1216978
2.648,71629,83840,2229473
3.896,89087,703840,2295986
3.368,41004,1068800,1097556
4.136,48550,1548160,1207529
2.264,80001,165760,1606639
1.832,53198,920000,1200883
3.608,69816,642560,1784309
1.496,53982,750400,1044936
1.64,88611,361760,1792448
3.08,88877,965920,1892828
1.256,84600,1541440,1436307
2.984,45414,627840,1102925
1.64,50202,762880,1006060
2.408,95240,1168960,2493613
2.36,62137,360320,1561595
4.472,66981,530080,1920827
1.544,93245,1252320,2339089
2.456,66568,1567840,1201234
3.32,50216,1546080,1174737
1.112,76046,265440,1415603
0.248,58728,620640,983412
2.168,36398,42560,874542
2.792,55389,788480,1599478
2.12,65210,1162240,1391832
2.648,47129,1490080,1265917
2.216,88079,529600,2020510
4.616,78055,1411200,2763380
0.344,82857,185920,1041861
4.328,71503,413760,2164886
4.904,32562,707520,884099
2.456,32779,1078560,639430
3.8,39653,1112640,1247879
2.552,38050,1062880,990868
1.016,73253,646240,1425366
0.44,54479,629600,835729
0.728,90774,312160,1557486
2.648,72665,72960,1573771
2.312,62830,409760,1616940
0.248,90067,1561760,1530976
4.616,80078,1566880,2406568
3.464,61542,383840,1305064
2.648,67660,807520,1802827
4.856,60562,1321440,1597879
2.12,94218,576000,1718399
4.424,87057,1357920,2621434
4.376,56740,1218560,2287190
4.04,69361,941600,2466620
1.64,46058,1393120,1228183
3.272,77285,537600,1852102
1.544,46884,727360,829164
1.928,73141,1258400,1795637
4.04,62368,198080,1760835
4.472,64853,425920,1589490
1.736,62081,955520,1333361
2.504,85573,904000,1952938
0.392,50923,725120,829535
1.928,30630,933280,629375
1.64,95135,216320,2119635
1.448,52862,248160,966898
0.632,88912,363040,1387851
3.56,49509,777120,1382535
1.592,52337,1170880,1197606
2.312,46009,784480,1334330
0.68,48795,363680,906933
4.76,59491,578880,1755988
1.784,51819,359680,1109297
3.608,63705,877120,2188119
4.904,41011,1033120,931736
2.456,35089,1269760,895324
1.016,59288,864320,1306926
0.584,79147,651680,1134851
4.616,79287,809280,2253581
1.352,40647,82080,885396
2.504,50699,999360,1331900
4.856,41613,648640,1264426
1.976,88016,1523200,1834116
1.208,67443,575520,1284061
1.64,40843,743680,993249
3.704,49894,681760,1344368
1.352,66785,1207520,1462876
0.776,93924,1576160,1565209
3.224,67079,560160,1183221
4.52,55571,980480,1534282
0.872,75535,1258080,1242252
0.296,59169,345600,965190
2.888,58140,981440,1662182
2.744,68682,845920,1947834
2.744,42600,741600,982071
1.592,82829,1292960,1538007
1.448,91376,866720,1592309
3.944,86854,369600,2427831
1.448,99111,112160,1578038
1.784,94974,215680,2315604
3.992,54290,1493600,1446218
4.76,55725,650400,1514360
1.832,38071,689120,876761
2.984,88821,579520,2015034
3.56,68423,531840,1841904
1.208,47143,1093600,942888
1.208,51329,71360,1187173
1.112,46247,936960,1034906
3.464,84992,844640,2519431
4.952,47514,1540160,1275615
4.76,43762,1151680,1167224
3.704,40983,674560,1117861
4.136,43678,757760,1170357
2.936,87246,1521120,1900998
0.872,55228,287520,929287
2.84,84460,736800,2061040
3.56,54381,876640,1281385
1.16,98460,990400,1968368
1.304,33003,377920,707848
2.024,94442,906720,1781584
4.808,96066,143360,3457361
0.2,31750,904960,536991
3.416,65182,384320,1557587
4.856,41879,1334880,1282764
1.784,48417,686880,983712
4.52,79966,1571520,2260302
1.784,79448,1164800,1609609
1.976,70257,556320,1533041
4.52,92468,1450080,2318047
2.936,38386,970560,906049
4.76,47157,1424480,1665654
0.92,95730,633120,1662785
4.136,58539,1315680,1463310
0.968,47843,752960,950295
2.408,69025,43680,1717757
1.256,82458,1088960,1553640
1.976,37329,1035360,908991
0.392,65049,1413440,1271738
2.888,77390,1519840,1910546
2.984,45029,931520,1145866
2.696,36482,1560000,930901
4.616,86273,1271040,2525200
2.84,66071,76480,1492284
2.936,58882,1213280,1390691
1.4,96787,1294240,1827526
3.944,78636,120800,1837451
2.264,71405,730080,1705923
0.392,77768,12800,1101886
4.424,85580,132800,2394571
1.496,75493,1137760,1457541
0.968,51168,1596160,982679
1.112,98607,861120,2022216
2.648,88723,1057280,2315734
2.888,86518,1360000,2070269
3.368,99468,1167520,2896836
1.784,95793,1597920,1552298
0.44,91467,772640,1714239
3.944,42565,294880,1034372
1.784,83487,603200,1747278
3.224,39625,378560,999559
1.256,53226,538400,1138262
3.32,32604,193280,714881
1.64,94624,1146080,1742355
1.928,86133,353120,1724974
5,55592,1526880,1509086
0.728,89745,272480,1397413
0.92,69123,655520,1255699
2.216,68829,1015200,1655771
3.416,52687,1222080,1529659
1.88,76431,671040,1581868
1.88,95457,1453600,2188555
0.296,31792,1144000,555836
4.712,50979,103360,1715183
1.064,84824,198080,1756518
3.512,88093,324320,2956315
1.448,58777,228160,1413993
4.376,79434,380480,2541590
1.88,93280,753600,2405943
1.592,75381,465440,1662393
1.352,83319,829120,1950361
1.352,45253,1162240,787282
3.848,91145,776800,2371376
1.208,80190,901920,1684105
1.352,93056,1379040,1903751
0.824,57293,841920,961720
4.952,36034,517600,1051055
4.472,63082,176160,1974697
3.608,84894,993760,2233913
1.544,98278,281760,2160018
4.28,84131,923680,2380393
4.664,91390,20960,3016167
3.32,57965,232000,1570373
3.08,43426,1215040,1344634
0.248,88121,381280,1273968
0.392,62291,490400,837997
2.84,55137,1194400,1566524
2.84,58693,686560,1362971
2.168,52190,646080,1287214
1.064,93630,1279840,1754472
0.488,73526,63200,1037903
3.8,92251,230560,2732410
2.792,30105,833920,635234
4.664,30693,876800,833853
2.6,31155,477600,712373
4.712,82843,1244160,2155260
3.992,58672,40160,1412423
2.552,92608,663840,2018760
3.8,38463,774240,858009
4.472,61626,1404000,1900077
1.112,88289,146400,1661100
2.696,71685,8320,1817437
2.168,70768,568320,1584193
2.264,33283,110720,833667
3.608,56194,824800,1507150
3.992,92524,1199840,2503753
2.792,73211,1331680,1921443
3.512,84054,285120,2042765
4.664,56761,1487680,1436231
1.64,78566,1218080,1370914
2.6,88485,85760,2084908
0.536,68367,716320,948291
4.856,71321,788480,2544049
0.968,38666,844320,729892
4.472,93616,1094560,2587357
3.224,32933,721120,727331
2.024,72791,1589600,1839087
1.4,78405,1563360,1544553
2.12,51511,203200,1317486
3.224,53422,1115680,1345038
3.944,67121,1257280,1862849
3.32,71979,287360,1807115
4.088,78951,1164480,1847363
1.736,62312,709120,1321796
3.848,65315,965920,1731284
1.208,31379,715200,561802
